9	3	P	Black	77.1	72.1	444444444	444444444	2010-06-01 19:28:33.084355	2010-06-01 19:28:33.084355
5	2	P	Black	122.0	69.7	354444453	434554334	2010-06-01 11:04:10.873682	2010-06-29 22:02:30.052771
6	2	B	Gold	119.0	68.4	354444453	434554334	2010-06-01 11:04:10.876004	2010-06-29 22:02:55.820717
7	2	M	Silver	118.0	66.4	354444453	434554334	2010-06-01 11:04:10.877935	2010-06-29 22:03:15.660864
8	2	F	green	118.0	69.2	354444453	434554334	2010-06-01 11:04:10.879861	2010-06-29 22:03:43.648946
1	1	P	Black	132.0	73.0	453444453	444344454	2010-06-01 11:04:10.746587	2010-06-29 22:04:58.27778
2	1	B	Gold	129.0	71.7	453444453	444344454	2010-06-01 11:04:10.864512	2010-06-29 22:05:46.337412
3	1	M	Silver	125.0	67.6	453444453	444344454	2010-06-01 11:04:10.867888	2010-06-29 22:06:01.566593
4	1	F	green	123.0	71.2	453444453	445344454	2010-06-01 11:04:10.870975	2010-06-29 22:06:49.091513
