16597	595	21	7	2008-09-10	31	31	0	.........	...4.....	\N	0.00	\N	\N	2010-07-06 12:43:15.593572	2010-07-06 12:43:15.593572	5	\N	\N
16598	617	21	7	2008-09-10	16	21	5	.........	.......2.	\N	24.00	\N	\N	2010-07-06 12:43:15.628039	2010-07-06 12:43:15.628039	3	\N	\N
16599	574	21	7	2008-09-10	20	20	0	\N	\N	\N	0.00	\N	\N	2010-07-06 12:43:15.662414	2010-07-06 12:43:15.662414	4	\N	\N
16600	610	21	7	2008-09-10	28	22	-6	........2	.........	\N	0.00	\N	\N	2010-07-06 12:43:15.696599	2010-07-06 12:43:15.696599	5	\N	\N
16601	580	22	7	2008-09-12	34	33	-1	.4.......	.........	\N	19.00	\N	\N	2010-07-06 12:43:15.73186	2010-07-06 12:43:15.73186	3	\N	\N
16602	603	22	7	2008-09-12	30	33	3	.........	.....3...	\N	19.00	\N	\N	2010-07-06 12:43:15.76726	2010-07-06 12:43:15.76726	3	\N	\N
16603	669	22	6	2008-09-12	22	16	-6	\N	\N	\N	0.00	\N	\N	2010-07-06 12:43:15.801733	2010-07-06 12:43:15.801733	2	\N	\N
16604	572	22	5	2008-09-12	35	37	2	.4.......	.........	\N	13.00	\N	\N	2010-07-06 12:43:15.836205	2010-07-06 12:43:15.836205	1	\N	\N
16605	595	22	7	2008-09-12	31	26	-5	\N	\N	\N	0.00	\N	\N	2010-07-06 12:43:15.871196	2010-07-06 12:43:15.871196	4	\N	\N
16606	903	22	6	2008-09-12	22	19	-3	.4.......	.........	\N	0.00	\N	\N	2010-07-06 12:43:15.90553	2010-07-06 12:43:15.90553	4	\N	\N
16607	617	22	7	2008-09-12	17	20	3	\N	\N	\N	0.00	\N	\N	2010-07-06 12:43:15.941333	2010-07-06 12:43:15.941333	2	\N	\N
16608	906	22	7	2008-09-12	20	17	-3	.........	....4....	\N	13.00	\N	\N	2010-07-06 12:43:16.35892	2010-07-06 12:43:16.35892	1	\N	\N
16609	611	23	7	2008-09-14	30	30	0	.4.......	.........	\N	14.50	\N	\N	2010-07-06 12:43:16.399536	2010-07-06 12:43:16.399536	1	\N	\N
16610	578	23	6	2008-09-14	27	21	-6	\N	\N	\N	0.00	\N	\N	2010-07-06 12:43:16.436881	2010-07-06 12:43:16.436881	5	\N	\N
16611	579	23	7	2008-09-14	26	23	-3	.........	.......2.	\N	0.00	\N	\N	2010-07-06 12:43:16.472996	2010-07-06 12:43:16.472996	6	\N	\N
16612	580	23	7	2008-09-14	34	35	1	......3..	.........	\N	0.00	\N	\N	2010-07-06 12:43:16.509535	2010-07-06 12:43:16.509535	5	\N	\N
16613	603	23	7	2008-09-14	30	30	0	.........	.2.......	\N	9.50	\N	\N	2010-07-06 12:43:16.545326	2010-07-06 12:43:16.545326	3	\N	\N
16614	572	23	5	2008-09-14	35	38	3	.4.......	.........	\N	9.50	\N	\N	2010-07-06 12:43:16.58153	2010-07-06 12:43:16.58153	3	\N	\N
16615	605	23	7	2008-09-14	26	27	1	....3....	.........	\N	24.00	\N	\N	2010-07-06 12:43:16.617826	2010-07-06 12:43:16.617826	4	\N	\N
16616	595	23	7	2008-09-14	31	35	4	2........	.........	\N	0.00	\N	\N	2010-07-06 12:43:16.65423	2010-07-06 12:43:16.65423	6	\N	\N
16617	683	23	7	2008-09-14	19	23	4	.........	........3	\N	14.50	\N	\N	2010-07-06 12:43:16.689999	2010-07-06 12:43:16.689999	1	\N	\N
16618	585	23	7	2008-09-14	30	34	4	.4.......	.........	\N	0.00	\N	\N	2010-07-06 12:43:16.725424	2010-07-06 12:43:16.725424	2	\N	\N
16619	574	23	7	2008-09-14	19	15	-4	...3.....	.........	\N	0.00	\N	\N	2010-07-06 12:43:16.760368	2010-07-06 12:43:16.760368	2	\N	\N
16620	827	23	6	2008-09-14	24	28	4	.4.......	.........	\N	24.00	\N	\N	2010-07-06 12:43:16.795428	2010-07-06 12:43:16.795428	4	\N	\N
16621	611	24	7	2008-09-13	31	34	3	\N	\N	\N	0.00	\N	\N	2010-07-06 12:43:16.830302	2010-07-06 12:43:16.830302	3	\N	\N
16622	612	24	7	2008-09-13	23	22	-1	\N	\N	\N	0.00	\N	\N	2010-07-06 12:43:16.864704	2010-07-06 12:43:16.864704	4	\N	\N
16623	579	24	7	2008-09-13	24	24	0	\N	\N	\N	19.00	\N	\N	2010-07-06 12:43:16.898938	2010-07-06 12:43:16.898938	1	\N	\N
16624	572	24	5	2008-09-13	35	37	2	\N	\N	\N	13.00	\N	\N	2010-07-06 12:43:16.933073	2010-07-06 12:43:16.933073	2	\N	\N
16625	605	24	7	2008-09-13	27	25	-2	\N	\N	\N	0.00	\N	\N	2010-07-06 12:43:16.966952	2010-07-06 12:43:16.966952	3	\N	\N
16626	595	24	7	2008-09-13	31	31	0	\N	\N	\N	13.00	\N	\N	2010-07-06 12:43:17.000924	2010-07-06 12:43:17.000924	2	\N	\N
16627	585	24	7	2008-09-13	31	39	8	\N	\N	\N	19.00	\N	\N	2010-07-06 12:43:17.034569	2010-07-06 12:43:17.034569	1	\N	\N
16628	574	24	7	2008-09-13	18	13	-5	\N	\N	\N	0.00	\N	\N	2010-07-06 12:43:17.068639	2010-07-06 12:43:17.068639	4	\N	\N
16629	633	25	6	2008-09-15	31	32	1	2........	.........	\N	18.67	\N	\N	2010-07-06 12:43:17.111756	2010-07-06 12:43:17.111756	6	\N	\N
16630	580	25	7	2008-09-15	35	36	1	...3.....	.........	\N	18.67	\N	\N	2010-07-06 12:43:17.156295	2010-07-06 12:43:17.156295	2	\N	\N
16631	603	25	7	2008-09-15	30	30	0	....3....	.........	\N	0.00	\N	\N	2010-07-06 12:43:17.191361	2010-07-06 12:43:17.191361	1	\N	\N
16632	581	25	7	2008-09-15	23	23	0	\N	\N	\N	0.00	\N	\N	2010-07-06 12:43:17.22615	2010-07-06 12:43:17.22615	3	\N	\N
16633	615	25	7	2008-09-15	30	30	0	.4.......	.........	\N	0.00	\N	\N	2010-07-06 12:43:17.260438	2010-07-06 12:43:17.260438	7	\N	\N
16634	572	25	5	2008-09-15	36	32	-4	......3..	.........	\N	0.00	\N	\N	2010-07-06 12:43:17.295958	2010-07-06 12:43:17.295958	4	\N	\N
16635	595	25	7	2008-09-15	31	32	1	.4.......	.........	\N	18.67	\N	\N	2010-07-06 12:43:17.332388	2010-07-06 12:43:17.332388	5	\N	\N
16636	578	26	6	2008-09-17	25	23	-2	\N	\N	\N	0.00	\N	\N	2010-07-06 12:43:17.736404	2010-07-06 12:43:17.736404	4	\N	\N
16637	580	26	7	2008-09-17	35	35	0	.4.......	.........	\N	0.00	\N	\N	2010-07-06 12:43:17.774925	2010-07-06 12:43:17.774925	1	\N	\N
16638	603	26	7	2008-09-17	30	32	2	.4.......	.........	\N	17.67	\N	\N	2010-07-06 12:43:17.812179	2010-07-06 12:43:17.812179	2	\N	\N
16639	581	26	7	2008-09-17	24	17	-7	\N	\N	\N	0.00	\N	\N	2010-07-06 12:43:17.848517	2010-07-06 12:43:17.848517	3	\N	\N
16640	615	26	7	2008-09-17	30	30	0	.......4.	.........	\N	17.67	\N	\N	2010-07-06 12:43:17.884075	2010-07-06 12:43:17.884075	2	\N	\N
16641	572	26	5	2008-09-17	36	36	0	.........	........3	\N	17.50	\N	\N	2010-07-06 12:43:17.920577	2010-07-06 12:43:17.920577	5	\N	\N
16642	595	26	7	2008-09-17	31	27	-4	.........	...4.....	\N	0.00	\N	\N	2010-07-06 12:43:17.956429	2010-07-06 12:43:17.956429	4	\N	\N
16643	683	26	7	2008-09-17	20	19	-1	\N	\N	\N	0.00	\N	\N	2010-07-06 12:43:17.992092	2010-07-06 12:43:17.992092	1	\N	\N
16644	617	26	7	2008-09-17	18	22	4	\N	\N	\N	17.67	\N	\N	2010-07-06 12:43:18.027467	2010-07-06 12:43:18.027467	2	\N	\N
16645	574	26	7	2008-09-17	17	15	-2	\N	\N	\N	0.00	\N	\N	2010-07-06 12:43:18.06232	2010-07-06 12:43:18.06232	3	\N	\N
16646	827	26	6	2008-09-17	24	25	1	.4.......	.........	\N	17.50	\N	\N	2010-07-06 12:43:18.100582	2010-07-06 12:43:18.100582	5	\N	\N
16647	611	27	7	2008-09-20	30	33	3	.4.......	.........	\N	0.00	\N	\N	2010-07-06 12:43:18.148704	2010-07-06 12:43:18.148704	2	\N	\N
16648	578	27	6	2008-09-20	25	24	-1	\N	\N	\N	0.00	\N	\N	2010-07-06 12:43:18.18293	2010-07-06 12:43:18.18293	5	\N	\N
16649	612	27	7	2008-09-20	23	27	4	.........	...4.....	\N	14.50	\N	\N	2010-07-06 12:43:18.217373	2010-07-06 12:43:18.217373	6	\N	\N
16650	579	27	7	2008-09-20	25	29	4	.4.......	.........	\N	24.00	\N	\N	2010-07-06 12:43:18.252559	2010-07-06 12:43:18.252559	3	\N	\N
