522	1	1	2011-05-30	\N	Comment:  - High Points:8, Low Points:-4, Average:1	5	3	\N	2011-05-30 19:01:02.043647	2011-05-30 19:01:02.043647
525	1	2	2011-06-04	\N	Comment:  - High Points:3, Low Points:-6, Average:-2	5	3	\N	2011-06-04 20:44:50.913563	2011-06-04 20:44:50.913563
526	1	1	2011-06-08	\N	Comment:  - High Points:9, Low Points:-3, Average:3	4	2	\N	2011-06-08 18:04:15.724108	2011-06-08 18:04:15.724108
529	1	1	2011-06-17	\N	Comment:  - High Points:5, Low Points:-6, Average:-1	4	2	\N	2011-06-17 17:25:52.804907	2011-06-17 17:25:52.804907
533	1	1	2011-06-29	\N	Comment:  - High Points:0, Low Points:-10, Average:-5	4	2	\N	2011-06-29 18:10:28.874828	2011-06-29 18:10:28.874828
534	1	1	2011-07-01	\N	Comment:  - High Points:6, Low Points:-9, Average:-1	7	3	\N	2011-07-01 19:02:30.390821	2011-07-01 19:02:30.390821
535	1	2	2011-07-02	\N	Comment:  - High Points:8, Low Points:-7, Average:0	6	3	\N	2011-07-04 01:23:10.824145	2011-07-04 01:23:10.824145
536	1	1	2011-07-04	\N	Comment: Lovejoy had a hole in one on #9  University course, Lucky S___!!! - High Points:10, Low Points:-3, Average:2	6	3	\N	2011-07-04 19:47:10.348426	2011-07-04 19:47:10.348426
537	1	1	2011-07-06	\N	Comment:  - High Points:5, Low Points:-7, Average:-1	3	1	\N	2011-07-06 18:54:36.476683	2011-07-06 18:54:36.476683
538	1	2	2011-07-08	\N	Comment:  - High Points:3, Low Points:-10, Average:-3	7	3	\N	2011-07-08 18:27:26.774226	2011-07-08 18:27:26.774226
539	1	1	2011-07-09	\N	Comment:  - High Points:9, Low Points:-9, Average:0	6	3	\N	2011-07-09 19:10:18.344784	2011-07-09 19:10:18.344784
540	1	2	2011-07-11	\N	Comment:  - High Points:3, Low Points:-10, Average:-4	5	2	\N	2011-07-11 17:59:09.329766	2011-07-11 17:59:09.329766
541	1	1	2011-07-13	\N	Comment:  - High Points:2, Low Points:-5, Average:-2	6	2	\N	2011-07-13 17:57:13.084534	2011-07-13 17:57:13.084534
542	1	1	2011-07-15	\N	Comment:  - High Points:3, Low Points:-7, Average:-2	6	3	\N	2011-07-15 17:04:21.936746	2011-07-15 17:04:21.936746
543	1	1	2011-07-16	\N	Comment:  - High Points:5, Low Points:-6, Average:-2	6	3	\N	2011-07-16 17:38:05.264167	2011-07-16 17:38:05.264167
544	1	1	2011-07-22	\N	Comment:  - High Points:5, Low Points:-8, Average:-2	5	3	\N	2011-07-22 17:14:20.512851	2011-07-22 17:14:20.512851
547	1	2	2011-07-27	\N	Comment:  - High Points:1, Low Points:-3, Average:-1	6	2	\N	2011-07-27 19:30:57.140524	2011-07-27 19:30:57.140524
548	1	2	2011-07-29	\N	Comment:  - High Points:6, Low Points:-2, Average:1	5	3	\N	2011-07-29 17:04:16.206631	2011-07-29 17:04:16.206631
550	1	1	2011-08-01	\N	Comment:  - High Points:0, Low Points:-8, Average:-4	7	3	\N	2011-08-01 18:06:26.192451	2011-08-01 18:06:26.192451
552	1	1	2011-08-05	\N	Comment:  - High Points:2, Low Points:-1, Average:0	6	1	\N	2011-08-05 21:11:08.324175	2011-08-05 21:11:08.324175
554	1	2	2011-08-08	\N	Comment:  - High Points:5, Low Points:-9, Average:-1	6	3	\N	2011-08-08 19:47:35.347405	2011-08-08 19:47:35.347405
555	1	1	2011-08-10	\N	Comment:  - High Points:9, Low Points:-2, Average:2	5	3	\N	2011-08-10 17:20:44.695386	2011-08-10 17:20:44.695386
558	1	2	2011-08-15	\N	Comment:  - High Points:9, Low Points:-5, Average:1	7	3	\N	2011-08-15 17:48:58.447065	2011-08-15 17:48:58.447065
562	1	1	2011-08-22	\N	Comment:  - High Points:1, Low Points:-5, Average:-2	6	3	\N	2011-08-22 20:33:52.561031	2011-08-22 20:33:52.561031
565	1	1	2011-08-29	\N	Comment:  - High Points:10, Low Points:-8, Average:-2	4	2	\N	2011-09-02 18:18:43.345868	2011-09-02 18:18:43.345868
566	1	1	2011-09-02	\N	Comment:  - High Points:4, Low Points:-4, Average:0	5	3	\N	2011-09-02 18:22:54.808661	2011-09-02 18:22:54.808661
567	1	2	2011-09-03	\N	Comment:  - High Points:5, Low Points:-6, Average:0	5	3	\N	2011-09-03 18:38:59.38918	2011-09-03 18:38:59.38918
